id,minutes_late,minutes_early,on_time,fifteen_early,very_early,fifteen_late,very_late,has_issue,charge,order_num,zone_id,rating,batch_type,warehouse,refunded,replaced
234701685,0,49.47307903,0,0,1,0,0,1,43.26,1,18,1,picking_only,542,0.2,0.2
234706936,0,49.15196153,0,0,1,0,0,0,70.88,1,27,5,picking_only,521,0,0.083333333
234747968,0,49.14668935,0,0,1,0,0,0,199.32,10,27,0,picking_only,264,0.090909091,0.090909091
234688281,0,48.83371585,0,0,1,0,0,0,46.26,5,34,0,delivery,283,0,0
234676127,0,48.70446762,0,0,1,0,0,0,183.99,1,27,5,picking_only,263,0.026315789,0.105263158
234793282,0,48.51506117,0,0,1,0,0,0,55.79,4,27,0,picking_only,264,0,0
234773950,0,48.46391578,0,0,1,0,0,0,193.46,3,18,0,delivery,283,0.333333333,0.333333333
234800140,0,48.26456088,0,0,1,0,0,0,56.41,1,18,0,picking_only,212,0.0625,0.125
234825590,0,47.6992988,0,0,1,0,0,0,71.78,1,34,0,picking_only,523,0.05,0.05
234743322,0,47.62849808,0,0,1,0,0,0,43.47,8,18,0,delivery,283,0,0
234794217,0,47.61132377,0,0,1,0,0,0,144.77,34,27,5,picking_only,264,0,0.111111111
234716667,0,47.53894558,0,0,1,0,0,0,33.52,5,18,0,picking_only,222,0,0.166666667
234852183,0,47.52178258,0,0,1,0,0,0,66.63,4,34,0,delivery,283,0,0
234680733,0,47.49095303,0,0,1,0,0,0,346.39,5,18,0,picking_only,212,0.254901961,0
234694023,0,47.24237837,0,0,1,0,0,0,56.64,29,18,0,picking_only,542,0.111111111,0.111111111
234751807,0,47.18066807,0,0,1,0,0,0,110.83,2,18,0,picking_only,222,0,0.153846154
234694509,0,47.12108565,0,0,1,0,0,0,166.21,2,18,0,picking_only,542,0.068965517,0.24137931
234803682,0,47.03048642,0,0,1,0,0,0,157.38,1,27,0,picking_only,521,0.058823529,0.058823529
234696284,0,46.99542708,0,0,1,0,0,0,202.46,4,18,0,picking_only,542,0.4,0
234799131,0,46.88991337,0,0,1,0,0,0,104.17,16,27,0,picking_only,520,0.08,0
234700022,0,46.87488835,0,0,1,0,0,0,81.82,1,18,0,picking_only,222,0,0.285714286
234720904,0,46.87247418,0,0,1,0,0,0,107.49,2,18,0,picking_only,212,0,0
234683192,0,46.80209767,0,0,1,0,0,0,0,3,27,0,picking_only,521,0,0
234727342,0,46.61335352,0,0,1,0,0,0,48.51,63,18,0,picking_only,212,0.214285714,0
234717856,0,46.53348967,0,0,1,0,0,0,216.56,1,27,0,picking_only,520,0.19047619,0.238095238
234794922,0,46.35536545,0,0,1,0,0,0,111.1,3,18,0,picking_only,542,0.5,0.125
234729036,0,46.24267375,0,0,1,0,0,0,226.71,11,27,0,picking_only,264,0.161290323,0.096774194
234755883,0,46.0013258,0,0,1,0,0,0,181.78,1,18,5,picking_only,542,0.333333333,0
234751891,0,45.9556022,0,0,1,0,0,0,53.74,1,27,0,picking_only,264,0.153846154,0
234823852,0,45.89320687,0,0,1,0,0,0,33.94,18,18,0,picking_only,212,0.333333333,0
234759438,0,45.8280544,0,0,1,0,0,0,108.23,2,18,0,picking_only,542,0.045454545,0.181818182
234675359,0,45.78016047,0,0,1,0,0,0,136.4,9,18,0,picking_only,212,0,0.208333333
234759769,0,45.6567264,0,0,1,0,0,0,77.86,1,18,5,picking_only,542,0.0625,0.125
234713736,0,45.5918322,0,0,1,0,0,0,51.42,2,18,0,picking_only,212,0.111111111,0.222222222
234840073,0,45.5865841,0,0,1,0,0,0,62.73,7,27,0,delivery,993,0.1,0
234718768,0,45.08191645,0,0,1,0,0,1,57.49,1,18,1,picking_only,542,0.210526316,0.105263158
234841243,0,44.97594425,0,0,1,0,0,0,758.26,2,18,3,picking_only,542,0.071428571,0.142857143
234745262,0,44.91430072,0,0,1,0,0,0,52.73,1,27,0,delivery,993,0.272727273,0
234675250,0,44.90453953,0,0,1,0,0,0,165.29,1,27,5,picking_only,520,0,0.1
234753422,0,44.82287922,0,0,1,0,0,0,49.37,1,18,0,picking_only,212,0.181818182,0.090909091
234787545,0,44.7909606,0,0,1,0,0,0,31.96,2,18,0,picking_only,222,0,0.4
234784560,0,44.746367,0,0,1,0,0,0,22.74,1,18,5,picking_only,542,0,0.2
234733456,0,44.7379244,0,0,1,0,0,0,44.75,22,18,0,delivery,283,0,0
234824328,0,44.72115405,0,0,1,0,0,0,19.96,15,18,5,picking_only,222,0,0
234785205,0,44.47604647,0,0,1,0,0,0,64.45,12,18,5,delivery,0,0,0.2
234705123,0,44.36386313,0,0,1,0,0,0,301.18,11,18,0,picking_only,542,0.217391304,0.195652174
234862840,0,44.30512428,0,0,1,0,0,0,140.16,8,18,0,picking_only,212,0.105263158,0.210526316
234728587,0,44.22025883,0,0,1,0,0,0,40.64,46,27,4,picking_only,263,0,0.25
234704859,0,43.69889128,0,0,1,0,0,1,100.19,11,27,4,picking_only,264,0.12,0.16
234817952,0,43.67828868,0,0,1,0,0,0,58.16,6,27,0,picking_only,521,0.5,0.25
234752745,0,43.67196587,0,0,1,0,0,0,123.65,12,18,0,picking_only,542,0.142857143,0.095238095
234838281,0,43.65346942,0,0,1,0,0,0,132.91,20,34,0,picking_only,324,0.052631579,0
234816396,0,43.59230852,0,0,1,0,0,1,132.45,8,18,1,picking_only,542,0.266666667,0.2
234816396,0,43.59230852,0,0,1,0,0,1,132.45,8,18,1,picking_only,542,0.266666667,0.2
234740454,0,43.57849487,0,0,1,0,0,0,21.96,4,18,0,picking_only,542,0,0
234710497,0,43.54245415,0,0,1,0,0,0,103.21,7,18,0,picking_only,212,0.631578947,0
234855868,0,43.48952288,0,0,1,0,0,0,60.5,2,27,0,picking_only,521,0.153846154,0.076923077
234809191,0,43.41894278,0,0,1,0,0,0,64.86,2,18,2,picking_only,542,0.357142857,0.285714286
234833769,0,43.38854552,0,0,1,0,0,0,48.2,13,18,3,picking_only,222,0.125,0.125
234859402,0,43.33893293,0,0,1,0,0,0,58.62,4,27,5,delivery,993,0.142857143,0
234852322,0,43.31551005,0,0,1,0,0,0,56.23,23,27,0,delivery,284,0.285714286,0
234730407,0,43.19524478,0,0,1,0,0,0,52.05,32,18,4,picking_only,212,0.142857143,0.571428571
234746974,0,43.19310763,0,0,1,0,0,1,30.07,1,18,4,delivery,283,0.25,0.25
234863989,0,43.13149512,0,0,1,0,0,0,97.25,50,18,0,picking_only,542,0.142857143,0
234837697,0,43.04314663,0,0,1,0,0,0,138.66,16,27,0,picking_only,264,0.16,0.08
234751915,0,43.04307368,0,0,1,0,0,0,123.81,6,27,5,picking_only,521,0.307692308,0
234733809,0,43.031174,0,0,1,0,0,0,295.59,2,18,0,picking_only,542,0.125,0.3125
234749125,0,42.98633812,0,0,1,0,0,0,48.55,1,27,0,picking_only,520,0.111111111,0.222222222
234752927,0,42.9558511,0,0,1,0,0,0,94.04,2,27,0,delivery,993,0,0
234759720,0,42.90918408,0,0,1,0,0,0,87.54,8,18,0,picking_only,542,0.166666667,0
234780252,0,42.78882077,0,0,1,0,0,0,36.56,1,27,0,picking_only,521,0,0.272727273
234852240,0,42.68823793,0,0,1,0,0,0,77.49,1,34,5,delivery,1039,0,0.333333333
234806191,0,42.68067683,0,0,1,0,0,0,114.29,3,27,0,delivery,993,0.166666667,0.333333333
234851308,0,42.63607625,0,0,1,0,0,0,267.83,5,18,0,picking_only,542,0.304347826,0
234814954,0,42.56884147,0,0,1,0,0,0,50,8,27,0,picking_only,521,0.166666667,0
234833021,0,42.5398925,0,0,1,0,0,0,46.63,12,18,0,delivery,283,0,0
234780803,0,42.51039943,0,0,1,0,0,0,40.13,2,18,5,picking_only,542,0.1,0.1
234712466,0,42.50815878,0,0,1,0,0,0,90.29,5,18,5,delivery,283,0,0.166666667
234800559,0,42.4275051,0,0,1,0,0,0,58.15,3,18,4,picking_only,212,0,0.181818182
234851872,0,42.39647442,0,0,1,0,0,0,164.47,28,18,5,picking_only,542,0.095238095,0.380952381
234664244,0,42.2356797,0,0,1,0,0,0,41.08,65,27,3,picking_only,521,0.384615385,0.153846154
234805905,0,42.17326252,0,0,1,0,0,1,85.44,1,18,4,picking_only,212,0.090909091,0.272727273
234687771,0,42.14252628,0,0,1,0,0,0,95.06,1,18,0,delivery,0,0,0
234806934,0,42.1393176,0,0,1,0,0,0,64.66,1,27,4,picking_only,521,0.0625,0
234783190,0,42.12905133,0,0,1,0,0,0,134.52,7,27,5,picking_only,264,0.04,0.04
234786835,0,42.11990268,0,0,1,0,0,0,141.17,5,27,5,picking_only,521,0.032258065,0.096774194
234759338,0,41.97625955,0,0,1,0,0,0,57.38,3,18,0,picking_only,542,0.222222222,0
234709948,0,41.9243648,0,0,1,0,0,0,133.56,7,18,0,picking_only,542,0.1,0
234743273,0,41.90163693,0,0,1,0,0,1,94.18,21,18,3,picking_only,542,0.285714286,0
234699145,0,41.87109263,0,0,1,0,0,1,109.11,2,18,3,picking_only,542,0.5,0.071428571
234737025,0,41.75553085,0,0,1,0,0,0,96,1,18,5,picking_only,222,0.0625,0.0625
234778471,0,41.62560642,0,0,1,0,0,0,48.43,10,27,0,picking_only,520,0,0.272727273
234825376,0,41.61083238,0,0,1,0,0,0,60.84,3,18,5,picking_only,212,0,0.111111111
234781562,0,41.558257,0,0,1,0,0,0,207.37,3,27,5,picking_only,264,0.294117647,0.117647059
234747239,0,41.55311262,0,0,1,0,0,0,44.49,2,27,5,picking_only,263,0.181818182,0.272727273
234815254,0,41.53124068,0,0,1,0,0,0,150.51,4,27,0,picking_only,264,0.12,0.12
234671457,0,41.51942343,0,0,1,0,0,0,48.05,5,18,4,picking_only,222,0.1,0.3
234788260,0,41.48871348,0,0,1,0,0,0,33.86,1,34,0,picking_only,324,0.166666667,0.5
234670470,0,41.4003345,0,0,1,0,0,0,140.26,1,18,3,picking_only,222,0,0.214285714
234799394,0,41.39905428,0,0,1,0,0,0,57.39,29,18,0,delivery,283,0,0.166666667
234806775,0,41.29593395,0,0,1,0,0,0,84.63,1,27,0,picking_only,521,0.125,0.125
234814640,0,41.25992482,0,0,1,0,0,0,106.24,26,27,5,picking_only,521,0.333333333,0
234771059,0,41.16550045,0,0,1,0,0,0,165.88,1,34,0,delivery,523,0,0.147058824
234752233,0,41.07874248,0,0,1,0,0,0,118.89,10,18,0,delivery,212,0.1,0.075
234700536,0,40.9570076,0,0,1,0,0,0,71.79,3,18,0,picking_only,222,0.157894737,0
234814352,0,40.90728473,0,0,1,0,0,0,89.68,1,34,0,picking_only,523,0.272727273,0.272727273
234789213,0,40.86001402,0,0,1,0,0,0,45.96,15,18,0,delivery,0,0,0
234775286,0,40.81532698,0,0,1,0,0,0,35.33,3,18,0,picking_only,222,0.357142857,0
234803305,0,40.80746425,0,0,1,0,0,0,93.54,1,34,0,delivery,326,0.157894737,0.052631579
234776919,0,40.7244588,0,0,1,0,0,1,132.1,2,27,4,picking_only,520,0.125,0.125
234836423,0,40.65498205,0,0,1,0,0,0,277.36,15,18,0,delivery,283,0.409090909,0.090909091
234678829,0,40.48425977,0,0,1,0,0,0,0,2,18,0,picking_only,542,0,0
234736333,0,40.45808333,0,0,1,0,0,0,66.95,2,27,0,delivery,993,0,0
234748432,0,40.23961525,0,0,1,0,0,0,31.25,36,27,0,picking_only,264,0.272727273,0
234671340,0,40.22816748,0,0,1,0,0,0,41.93,1,18,0,picking_only,542,0,0
234842238,0,40.02100677,0,0,1,0,0,0,106.22,1,34,5,delivery,283,0,0.181818182
234689139,0,39.95969677,0,0,1,0,0,1,73.03,1,18,3,picking_only,542,0.391304348,0.043478261
234773034,0,39.95606942,0,0,1,0,0,0,60.16,38,27,0,delivery,993,0,0
234754848,0,39.86502562,0,0,1,0,0,0,63.66,39,18,5,picking_only,222,0,0.076923077
234754106,0,39.84999233,0,0,1,0,0,0,70.24,23,18,0,picking_only,212,0,0
234827833,0,39.77034527,0,0,1,0,0,0,43.87,96,27,0,picking_only,521,0,0
234823169,0,39.76581133,0,0,1,0,0,1,101.23,2,27,2,picking_only,520,0.666666667,0
234823169,0,39.76581133,0,0,1,0,0,1,101.23,2,27,2,picking_only,520,0.666666667,0
234811579,0,39.4725296,0,0,1,0,0,0,99.78,3,18,1,picking_only,542,0.041666667,0.25
234829248,0,39.45044592,0,0,1,0,0,0,35.05,7,27,0,delivery,993,0,0.2
234829246,0,39.35891388,0,0,1,0,0,0,62.05,33,27,5,delivery,993,0,0
234704841,0,39.32930202,0,0,1,0,0,0,62.3,24,27,0,picking_only,263,0.076923077,0.076923077
234775450,0,39.22901573,0,0,1,0,0,0,176.74,3,18,5,picking_only,222,0,0.2
234706624,0,39.21851338,0,0,1,0,0,0,92.41,5,34,5,delivery,326,0.285714286,0
234818666,0,39.18417042,0,0,1,0,0,0,72.16,83,27,0,picking_only,520,0.076923077,0
234857839,0,39.16007797,0,0,1,0,0,0,200.3,4,34,5,delivery,283,0.076923077,0.153846154
234857226,0,38.94140048,0,0,1,0,0,0,101.66,8,18,5,picking_only,212,0.045454545,0.045454545
234754460,0,38.93891553,0,0,1,0,0,0,53.85,45,18,0,picking_only,222,0.111111111,0.111111111
234828959,0,38.8115579,0,0,1,0,0,0,73.27,6,18,0,picking_only,542,0.2,0.3
234789019,0,38.75977722,0,0,1,0,0,0,112.03,19,27,0,picking_only,263,0.086956522,0
234707853,0,38.75497815,0,0,1,0,0,0,195.22,1,18,0,picking_only,222,0.055555556,0.055555556
234766097,0,38.68136937,0,0,1,0,0,0,49.19,21,27,0,picking_only,264,0,0.076923077
234729152,0,38.59655585,0,0,1,0,0,0,103.17,2,18,4,picking_only,542,0.5,0
234733505,0,38.56815698,0,0,1,0,0,0,49.45,73,27,0,delivery,993,0,0
234836846,0,38.54206238,0,0,1,0,0,0,47.63,4,18,0,picking_only,212,0,0
234803614,0,38.5261008,0,0,1,0,0,0,42.34,17,27,5,picking_only,521,0.1,0
234834473,0,38.4092759,0,0,1,0,0,0,22.58,1,27,5,delivery,993,1,0
234822691,0,38.38178638,0,0,1,0,0,0,162.35,11,27,3,delivery,993,0.066666667,0
234734517,0,38.36867002,0,0,1,0,0,0,117.04,2,18,0,picking_only,222,0.173913043,0.043478261
234688548,0,38.31294153,0,0,1,0,0,0,125.8,1,34,5,delivery,283,0,0
234677279,0,38.29167797,0,0,1,0,0,0,46.39,10,27,0,picking_only,263,0,0
234786741,0,38.17297758,0,0,1,0,0,0,123.91,2,18,0,delivery,283,0,0
234823173,0,38.14450567,0,0,1,0,0,0,39.01,6,18,4,picking_only,222,0,0.076923077
234818217,0,38.11785973,0,0,1,0,0,0,101.37,34,27,0,picking_only,264,0.1875,0.125
234805848,0,38.10930327,0,0,1,0,0,0,47.52,10,27,0,picking_only,520,0,0.375
234760008,0,38.07077473,0,0,1,0,0,0,28.68,7,18,5,picking_only,222,0.1,0
234784797,0,38.06083088,0,0,1,0,0,0,89.02,17,18,0,picking_only,542,0.153846154,0.153846154
234748751,0,38.05240753,0,0,1,0,0,0,47.72,1,18,0,picking_only,212,0.166666667,0.333333333
234724079,0,38.03417987,0,0,1,0,0,0,56.46,1,27,4,picking_only,521,0.0625,0.1875
234817178,0,38.02464595,0,0,1,0,0,0,38.75,1,27,0,picking_only,263,0,0.142857143
234806123,0,37.99681897,0,0,1,0,0,0,110.11,8,18,0,picking_only,222,0.066666667,0.033333333
234717933,0,37.97886402,0,0,1,0,0,0,144.41,1,27,0,picking_only,263,0.181818182,0
234735214,0,37.89308917,0,0,1,0,0,0,44.95,2,27,5,picking_only,520,0.142857143,0
234794390,0,37.88659218,0,0,1,0,0,0,74.33,9,18,5,picking_only,222,0,0.125
234835508,0,37.88253775,0,0,1,0,0,0,34.72,3,18,0,picking_only,222,0,0.5
234667026,0,37.80038477,0,0,1,0,0,0,247.41,5,27,5,picking_only,263,0.085714286,0.085714286
234773055,0,37.79129602,0,0,1,0,0,0,66.48,9,18,0,picking_only,212,0,0.1875
234725952,0,37.65574473,0,0,1,0,0,0,47.53,1,18,0,picking_only,222,0,0.285714286
234811304,0,37.61268595,0,0,1,0,0,0,41.93,2,18,0,picking_only,542,0.142857143,0
234817514,0,37.57415953,0,0,1,0,0,0,262.18,16,27,5,picking_only,264,0.076923077,0.076923077
234736988,0,37.54429813,0,0,1,0,0,0,120.08,4,34,5,delivery,283,0.111111111,0
234767687,0,37.5079809,0,0,1,0,0,0,49.26,1,18,0,picking_only,542,0.230769231,0.307692308
234738777,0,37.43666467,0,0,1,0,0,0,48.76,2,18,0,picking_only,212,0,0.2
234856687,0,37.4265364,0,0,1,0,0,0,207.71,2,18,5,picking_only,212,0.102040816,0.020408163
234742056,0,37.39314732,0,0,1,0,0,0,63.43,1,34,0,delivery,327,0,0.333333333
234806589,0,37.37196668,0,0,1,0,0,0,138.13,6,18,0,picking_only,542,0.5,0
