Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
61307,Student loan,Non-federal student loan,Repaying your loan,,AZ,85379,Web,04/19/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,No
61248,Student loan,Non-federal student loan,Getting a loan,,PR,00926,Web,04/19/2012,04/24/2012,Navient,Closed without relief,Yes,No
61177,Student loan,Non-federal student loan,Problems when you are unable to pay,,GA,30350,Web,04/19/2012,04/20/2012,JPMorgan Chase,Closed without relief,Yes,Yes
61168,Student loan,Non-federal student loan,Repaying your loan,,NY,10463,Web,04/19/2012,04/23/2012,AES/PHEAA,Closed without relief,Yes,Yes
63010,Student loan,Non-federal student loan,Repaying your loan,,CO,80902,Referral,04/19/2012,04/23/2012,Navient,Closed with non-monetary relief,Yes,Yes
60057,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,33174,Web,04/18/2012,04/18/2012,Wells Fargo,Closed without relief,Yes,No
60709,Student loan,Non-federal student loan,Repaying your loan,,FL,33173,Web,04/18/2012,04/19/2012,Navient,Closed with explanation,Yes,Yes
60694,Student loan,Non-federal student loan,Problems when you are unable to pay,,MI,49001,Web,04/18/2012,04/19/2012,KeyBank NA,Closed without relief,Yes,Yes
60674,Student loan,Non-federal student loan,Repaying your loan,,GA,31005,Web,04/18/2012,05/07/2012,KeyBank NA,Closed without relief,Yes,Yes
60601,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,32751,Web,04/18/2012,04/20/2012,Navient,Closed with explanation,Yes,No
60384,Student loan,Non-federal student loan,Repaying your loan,,WY,82601,Referral,04/18/2012,04/20/2012,AES/PHEAA,Closed without relief,Yes,No
60294,Student loan,Non-federal student loan,Repaying your loan,,NV,89126,Referral,04/18/2012,04/19/2012,JPMorgan Chase,Closed with relief,Yes,Yes
60213,Student loan,Non-federal student loan,Repaying your loan,,MA,02563,Referral,04/18/2012,04/19/2012,Navient,Closed without relief,Yes,No
60072,Student loan,Non-federal student loan,Repaying your loan,,MO,63033,Web,04/18/2012,04/18/2012,Citibank,Closed without relief,Yes,No
60058,Student loan,Non-federal student loan,Repaying your loan,,FL,33174,Web,04/18/2012,04/18/2012,AES/PHEAA,Closed without relief,Yes,No
59954,Student loan,Non-federal student loan,Problems when you are unable to pay,,NC,28532,Web,04/18/2012,04/19/2012,Navient,Closed without relief,Yes,No
57517,Student loan,Non-federal student loan,Repaying your loan,,MI,48895,Web,04/18/2012,04/20/2012,Navient,Closed without relief,Yes,Yes
59188,Student loan,Non-federal student loan,Repaying your loan,,PA,16323,Web,04/17/2012,04/18/2012,Navient,Closed without relief,Yes,No
59616,Student loan,Non-federal student loan,Repaying your loan,,OR,97206,Phone,04/17/2012,04/18/2012,Citibank,Closed without relief,Yes,Yes
10057,Student loan,Non-federal student loan,Repaying your loan,,AZ,85718,Web,04/17/2012,05/07/2012,PNC Bank,Closed without relief,Yes,No
58649,Student loan,Non-federal student loan,Repaying your loan,,IL,62454,Web,04/17/2012,04/17/2012,Citibank,Closed without relief,Yes,No
59677,Student loan,Non-federal student loan,Repaying your loan,,NY,10533,Web,04/17/2012,04/18/2012,Navient,Closed without relief,Yes,No
59819,Student loan,Non-federal student loan,Problems when you are unable to pay,,TN,37220,Web,04/17/2012,04/18/2012,Navient,Closed with explanation,Yes,No
59845,Student loan,Non-federal student loan,Repaying your loan,,NY,11772,Web,04/17/2012,04/18/2012,KeyBank NA,Closed without relief,Yes,Yes
59179,Student loan,Non-federal student loan,Repaying your loan,,NY,13078,Referral,04/17/2012,04/17/2012,Citibank,Closed without relief,Yes,No
58894,Student loan,Non-federal student loan,Problems when you are unable to pay,,PA,19341,Referral,04/16/2012,04/16/2012,AES/PHEAA,Closed without relief,Yes,No
44177,Student loan,Non-federal student loan,Repaying your loan,,NJ,07079,Web,04/16/2012,07/02/2012,Access Group,Closed with explanation,Yes,No
58475,Student loan,Non-federal student loan,Repaying your loan,,PA,16830,Web,04/16/2012,04/19/2012,JPMorgan Chase,Closed without relief,Yes,No
58381,Student loan,Non-federal student loan,Repaying your loan,,FL,34741,Web,04/16/2012,04/18/2012,Navient,Closed with explanation,Yes,No
59014,Student loan,Non-federal student loan,Repaying your loan,,,,Referral,04/16/2012,04/16/2012,Navient,Closed with explanation,Yes,No
58948,Student loan,Non-federal student loan,Repaying your loan,,CA,95610,Web,04/16/2012,04/17/2012,Sallie Mae,Closed with non-monetary relief,Yes,No
58291,Student loan,Non-federal student loan,Repaying your loan,,AK,99504,Web,04/16/2012,04/17/2012,AES/PHEAA,Closed without relief,Yes,Yes
58768,Student loan,Non-federal student loan,Repaying your loan,,OR,97217,Web,04/16/2012,04/19/2012,U.S. Bancorp,Closed without relief,Yes,No
58648,Student loan,Non-federal student loan,Repaying your loan,,IL,62454,Web,04/16/2012,04/17/2012,Wells Fargo,Closed without relief,Yes,No
58812,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,33033,Web,04/16/2012,04/17/2012,Navient,Closed with explanation,Yes,No
59079,Student loan,Non-federal student loan,Repaying your loan,,PA,19148,Web,04/16/2012,04/19/2012,Navient,Closed with non-monetary relief,Yes,No
58324,Student loan,Non-federal student loan,Repaying your loan,,NC,28315,Referral,04/16/2012,04/17/2012,Wells Fargo,Closed without relief,Yes,No
58257,Student loan,Non-federal student loan,Repaying your loan,,NY,11231,Web,04/15/2012,04/17/2012,Citibank,Closed without relief,Yes,No
58244,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,92108,Web,04/15/2012,07/11/2012,Loan To Learn,Closed with explanation,Yes,Yes
58270,Student loan,Non-federal student loan,Repaying your loan,,CA,91604,Web,04/15/2012,04/17/2012,Navient,Closed without relief,Yes,No
58162,Student loan,Non-federal student loan,Repaying your loan,,MA,02150,Web,04/14/2012,04/17/2012,Citibank,Closed without relief,No,No
58045,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,11214,Web,04/14/2012,04/16/2012,Navient,Closed with explanation,Yes,No
58075,Student loan,Non-federal student loan,Repaying your loan,,VA,24055,Web,04/14/2012,04/16/2012,AES/PHEAA,Closed without relief,Yes,No
58111,Student loan,Non-federal student loan,Getting a loan,,GA,39866,Web,04/14/2012,04/17/2012,Navient,Closed without relief,Yes,Yes
58192,Student loan,Non-federal student loan,Repaying your loan,,CA,92117,Web,04/14/2012,04/18/2012,Navient,Closed with explanation,Yes,Yes
58041,Student loan,Non-federal student loan,Problems when you are unable to pay,,MD,20603,Web,04/13/2012,04/16/2012,Navient,Closed with explanation,Yes,Yes
57646,Student loan,Non-federal student loan,Repaying your loan,,NC,28403,Web,04/13/2012,04/16/2012,Navient,Closed with non-monetary relief,Yes,No
57908,Student loan,Non-federal student loan,Problems when you are unable to pay,,MD,20886,Web,04/13/2012,04/16/2012,Wells Fargo,Closed without relief,Yes,No
57417,Student loan,Non-federal student loan,Problems when you are unable to pay,,NJ,07628,Referral,04/13/2012,04/13/2012,Citibank,Closed with relief,No,No
56338,Student loan,Non-federal student loan,Repaying your loan,,CA,90005,Web,04/12/2012,04/13/2012,Navient,Closed with explanation,Yes,No
57118,Student loan,Non-federal student loan,Repaying your loan,,MN,55379,Web,04/12/2012,04/13/2012,Wells Fargo,Closed without relief,Yes,No
57336,Student loan,Non-federal student loan,Repaying your loan,,FL,33579,Web,04/12/2012,04/16/2012,Navient,Closed without relief,Yes,No
56760,Student loan,Non-federal student loan,Repaying your loan,,NJ,08360,Referral,04/12/2012,04/12/2012,Bank of America,Closed with relief,Yes,Yes
57364,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,60657,Web,04/12/2012,04/16/2012,Citibank,Closed without relief,Yes,No
57374,Student loan,Non-federal student loan,Problems when you are unable to pay,,WI,53704,Web,04/12/2012,04/16/2012,Navient,Closed with non-monetary relief,Yes,No
56358,Student loan,Non-federal student loan,Repaying your loan,,NJ,08056,Referral,04/12/2012,04/12/2012,Citibank,Closed without relief,Yes,No
25890,Student loan,Non-federal student loan,Problems when you are unable to pay,,OK,74070,Web,04/12/2012,04/13/2012,Wells Fargo,Closed with relief,Yes,No
56723,Student loan,Non-federal student loan,Repaying your loan,,GA,30312,Web,04/12/2012,04/13/2012,JPMorgan Chase,Closed without relief,Yes,No
56609,Student loan,Non-federal student loan,Repaying your loan,,NY,10021,Web,04/12/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,No
56483,Student loan,Non-federal student loan,Repaying your loan,,MT,59102,Referral,04/12/2012,04/12/2012,Wells Fargo,Closed without relief,Yes,No
57323,Student loan,Non-federal student loan,Repaying your loan,,PA,17111,Web,04/12/2012,04/16/2012,Sallie Mae,Closed without relief,Yes,No
57210,Student loan,Non-federal student loan,Problems when you are unable to pay,,GA,30324,Web,04/12/2012,04/16/2012,Navient,Closed with explanation,Yes,Yes
56370,Student loan,Non-federal student loan,Problems when you are unable to pay,,GA,30017,Web,04/12/2012,04/13/2012,Navient,Closed with explanation,Yes,No
55713,Student loan,Non-federal student loan,Repaying your loan,,TX,79407,Web,04/11/2012,04/12/2012,JPMorgan Chase,Closed without relief,Yes,No
10062,Student loan,Non-federal student loan,Repaying your loan,,AZ,85718,Web,04/11/2012,07/24/2012,ACS Education Services,Closed with non-monetary relief,Yes,No
39677,Student loan,Non-federal student loan,Repaying your loan,,CA,92663,Referral,04/11/2012,04/26/2012,Navient,Closed with explanation,Yes,Yes
55240,Student loan,Non-federal student loan,Getting a loan,,NJ,07424,Web,04/11/2012,04/12/2012,Wells Fargo,Closed without relief,Yes,Yes
55146,Student loan,Non-federal student loan,Repaying your loan,,FL,33953,Web,04/11/2012,04/12/2012,Navient,Closed with explanation,Yes,No
55007,Student loan,Non-federal student loan,Problems when you are unable to pay,,NC,28211,Web,04/11/2012,04/12/2012,Navient,Closed with monetary relief,Yes,No
54941,Student loan,Non-federal student loan,Problems when you are unable to pay,,OH,44120,Web,04/11/2012,04/12/2012,JPMorgan Chase,Closed without relief,Yes,No
54573,Student loan,Non-federal student loan,Repaying your loan,,WA,98112,Web,04/11/2012,04/11/2012,KeyBank NA,Closed without relief,No,Yes
56140,Student loan,Non-federal student loan,Repaying your loan,,CA,92868,Web,04/11/2012,04/12/2012,Navient,Closed with explanation,Yes,No
56093,Student loan,Non-federal student loan,Repaying your loan,,PA,19032,Web,04/11/2012,07/27/2012,United Student Aid (USA) Funds,Closed,Yes,No
55870,Student loan,Non-federal student loan,Repaying your loan,,VA,20164,Web,04/11/2012,04/12/2012,AES/PHEAA,Closed without relief,Yes,No
56157,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,93551,Web,04/11/2012,04/12/2012,AES/PHEAA,Closed without relief,Yes,No
55848,Student loan,Non-federal student loan,Problems when you are unable to pay,,MA,01575,Referral,04/11/2012,04/12/2012,Citibank,Closed without relief,No,Yes
55396,Student loan,Non-federal student loan,Repaying your loan,,FL,33542,Phone,04/11/2012,04/12/2012,KeyBank NA,Closed without relief,Yes,No
55258,Student loan,Non-federal student loan,Repaying your loan,,NY,10512,Referral,04/11/2012,04/11/2012,Citibank,Closed without relief,Yes,No
55247,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,95567,Web,04/11/2012,04/12/2012,Citibank,Closed without relief,Yes,Yes
53653,Student loan,Non-federal student loan,Repaying your loan,,VA,23323,Web,04/10/2012,04/10/2012,Navient,Closed without relief,Yes,Yes
54384,Student loan,Non-federal student loan,Repaying your loan,,DE,19720,Postal mail,04/10/2012,04/11/2012,Navient,Closed with explanation,Yes,Yes
54422,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,60014,Referral,04/10/2012,04/12/2012,Wells Fargo,Closed with relief,Yes,
54433,Student loan,Non-federal student loan,Repaying your loan,,KY,42301,Web,04/10/2012,04/11/2012,AES/PHEAA,Closed without relief,Yes,No
54603,Student loan,Non-federal student loan,Repaying your loan,,PA,19061,Web,04/10/2012,04/12/2012,Citibank,Closed without relief,Yes,No
54636,Student loan,Non-federal student loan,Repaying your loan,,CA,95827,Web,04/10/2012,04/11/2012,AES/PHEAA,Closed without relief,Yes,No
54211,Student loan,Non-federal student loan,Problems when you are unable to pay,,ID,83274,Web,04/10/2012,04/11/2012,Wells Fargo,Closed without relief,Yes,No
54108,Student loan,Non-federal student loan,Repaying your loan,,WI,53711,Postal mail,04/10/2012,04/11/2012,Citibank,Closed without relief,No,No
54774,Student loan,Non-federal student loan,Problems when you are unable to pay,,MI,48915,Web,04/10/2012,07/12/2012,MEFA,Closed with explanation,No,No
54001,Student loan,Non-federal student loan,Problems when you are unable to pay,,PA,19063,Web,04/10/2012,04/11/2012,Navient,Closed with non-monetary relief,Yes,No
45513,Student loan,Non-federal student loan,Repaying your loan,,NY,13601,Phone,04/09/2012,04/11/2012,KeyBank NA,Closed without relief,Yes,No
44956,Student loan,Non-federal student loan,Repaying your loan,,NY,10547,Phone,04/09/2012,04/12/2012,Navient,Closed without relief,Yes,Yes
44979,Student loan,Non-federal student loan,Repaying your loan,,NY,14120,Web,04/09/2012,04/10/2012,AES/PHEAA,Closed without relief,Yes,No
44980,Student loan,Non-federal student loan,Repaying your loan,,NY,10547,Phone,04/09/2012,04/10/2012,Navient,Closed without relief,Yes,No
45029,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,11751,Referral,04/09/2012,04/09/2012,Citibank,Closed without relief,No,No
45062,Student loan,Non-federal student loan,Problems when you are unable to pay,,AL,36852,Web,04/09/2012,04/10/2012,Navient,Closed without relief,Yes,Yes
45082,Student loan,Non-federal student loan,Repaying your loan,,CA,91763,Web,04/09/2012,04/18/2012,KeyBank NA,Closed without relief,Yes,No
45420,Student loan,Non-federal student loan,Repaying your loan,,OH,43232,Web,04/09/2012,04/10/2012,Wells Fargo,Closed without relief,Yes,No
45341,Student loan,Non-federal student loan,Repaying your loan,,MO,64034,Web,04/09/2012,04/10/2012,Navient,Closed without relief,Yes,No
44917,Student loan,Non-federal student loan,Problems when you are unable to pay,,WA,98026,Web,04/08/2012,04/09/2012,Wells Fargo,Closed without relief,Yes,No
44920,Student loan,Non-federal student loan,Repaying your loan,,CA,92376,Referral,04/08/2012,04/08/2012,Bank of America,Closed with relief,Yes,No
44868,Student loan,Non-federal student loan,Repaying your loan,,OR,97214,Web,04/07/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,No
44891,Student loan,Non-federal student loan,Repaying your loan,,MN,56560,Web,04/07/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,Yes
44614,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,60653,Postal mail,04/06/2012,04/19/2012,Wells Fargo,Closed without relief,Yes,No
44843,Student loan,Non-federal student loan,Getting a loan,,FL,32218,Web,04/06/2012,04/09/2012,Navient,Closed with explanation,Yes,No
44838,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,95152,Postal mail,04/06/2012,04/09/2012,Citibank,Closed without relief,Yes,Yes
44789,Student loan,Non-federal student loan,Getting a loan,,KY,40069,Phone,04/06/2012,04/10/2012,Navient,Closed without relief,Yes,No
44742,Student loan,Non-federal student loan,Repaying your loan,,NY,11228,Web,04/06/2012,04/09/2012,Navient,Closed without relief,Yes,No
44701,Student loan,Non-federal student loan,Repaying your loan,,NC,27609,Web,04/06/2012,04/09/2012,Navient,Closed without relief,Yes,Yes
31023,Student loan,Non-federal student loan,Repaying your loan,,NY,11757,Fax,04/06/2012,04/09/2012,Citibank,Closed without relief,No,No
44244,Student loan,Non-federal student loan,Repaying your loan,,PA,18045,Web,04/05/2012,04/05/2012,Navient,Closed with monetary relief,Yes,No
44245,Student loan,Non-federal student loan,Repaying your loan,,PA,18045,Web,04/05/2012,04/05/2012,Citibank,Closed without relief,Yes,No
42122,Student loan,Non-federal student loan,Repaying your loan,,CA,92277,Web,04/05/2012,04/06/2012,AES/PHEAA,Closed without relief,Yes,No
44584,Student loan,Non-federal student loan,Repaying your loan,,NY,11223,Web,04/05/2012,04/06/2012,Navient,Closed with explanation,Yes,No
44299,Student loan,Non-federal student loan,Repaying your loan,,LA,70128,Web,04/05/2012,04/05/2012,AES/PHEAA,Closed without relief,Yes,Yes
44384,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,11238,Web,04/05/2012,04/05/2012,Citibank,Closed without relief,Yes,Yes
44412,Student loan,Non-federal student loan,Problems when you are unable to pay,,OH,44319,Phone,04/05/2012,04/06/2012,AES/PHEAA,Closed without relief,Yes,Yes
44474,Student loan,Non-federal student loan,Repaying your loan,,MN,55368,Phone,04/05/2012,05/07/2012,U.S. Bancorp,Closed without relief,Yes,No
44475,Student loan,Non-federal student loan,Repaying your loan,,MN,55368,Phone,04/05/2012,07/12/2012,AES/PHEAA,Closed with non-monetary relief,Yes,No
44549,Student loan,Non-federal student loan,Repaying your loan,,NY,10009,Web,04/05/2012,04/06/2012,AES/PHEAA,Closed without relief,Yes,No
44555,Student loan,Non-federal student loan,Problems when you are unable to pay,,MD,02459,Fax,04/05/2012,04/06/2012,Navient,Closed with non-monetary relief,Yes,No
44562,Student loan,Non-federal student loan,Repaying your loan,,DC,20009,Web,04/05/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,Yes
44581,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,14609,Web,04/05/2012,04/06/2012,KeyBank NA,Closed without relief,Yes,Yes
44243,Student loan,Non-federal student loan,Repaying your loan,,PA,18045,Web,04/05/2012,04/06/2012,JPMorgan Chase,Closed without relief,Yes,Yes
44220,Student loan,Non-federal student loan,Repaying your loan,,FL,34761,Web,04/04/2012,04/05/2012,Navient,Closed with monetary relief,Yes,No
82163,Student loan,Non-federal student loan,Repaying your loan,,OH,44137,Referral,04/04/2012,04/27/2012,Navient,Closed with explanation,Yes,Yes
44242,Student loan,Non-federal student loan,Repaying your loan,,PA,18045,Web,04/04/2012,04/05/2012,AES/PHEAA,Closed without relief,Yes,No
44230,Student loan,Non-federal student loan,Repaying your loan,,IL,60002,Web,04/04/2012,04/05/2012,Navient,Closed with non-monetary relief,Yes,Yes
44222,Student loan,Non-federal student loan,Repaying your loan,,MN,55416,Web,04/04/2012,04/05/2012,AES/PHEAA,Closed without relief,Yes,No
44191,Student loan,Non-federal student loan,Problems when you are unable to pay,,MD,20874,Postal mail,04/04/2012,04/06/2012,Navient,Closed with non-monetary relief,Yes,Yes
44156,Student loan,Non-federal student loan,Repaying your loan,,CA,94610,Web,04/04/2012,04/12/2012,Wells Fargo,Closed without relief,Yes,No
44110,Student loan,Non-federal student loan,Repaying your loan,,PA,18704,Phone,04/04/2012,04/05/2012,Sallie Mae,Closed without relief,Yes,No
44097,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,34990,Phone,04/04/2012,04/05/2012,Navient,Closed with non-monetary relief,Yes,No
44001,Student loan,Non-federal student loan,Repaying your loan,,FL,33143,Web,04/04/2012,04/05/2012,Navient,Closed with non-monetary relief,Yes,No
43971,Student loan,Non-federal student loan,Repaying your loan,,MD,21239,Web,04/04/2012,04/05/2012,Navient,Closed without relief,Yes,No
43958,Student loan,Non-federal student loan,Repaying your loan,,MA,02026,Web,04/04/2012,04/05/2012,AES/PHEAA,Closed without relief,Yes,No
43939,Student loan,Non-federal student loan,Repaying your loan,,MD,20886,Web,04/04/2012,04/05/2012,Navient,Closed without relief,Yes,No
43928,Student loan,Non-federal student loan,Repaying your loan,,NY,11211,Web,04/04/2012,04/05/2012,Citibank,Closed without relief,Yes,No
43881,Student loan,Non-federal student loan,Repaying your loan,,OR,97225,Web,04/04/2012,04/04/2012,Navient,Closed without relief,Yes,Yes
32516,Student loan,Non-federal student loan,Repaying your loan,,OH,44103,Postal mail,04/04/2012,04/05/2012,Navient,Closed without relief,Yes,No
10061,Student loan,Non-federal student loan,Repaying your loan,,AZ,85718,Web,04/03/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,Yes
43209,Student loan,Non-federal student loan,Repaying your loan,,NV,89149,Web,04/03/2012,04/03/2012,Wells Fargo,Closed without relief,Yes,No
43873,Student loan,Non-federal student loan,Problems when you are unable to pay,,IL,60130,Web,04/03/2012,04/04/2012,Navient,Closed with relief,Yes,No
43863,Student loan,Non-federal student loan,Repaying your loan,,IL,60608,Web,04/03/2012,04/04/2012,Navient,Closed with relief,Yes,No
43793,Student loan,Non-federal student loan,Problems when you are unable to pay,,CA,92104,Web,04/03/2012,04/04/2012,Bank of America,Closed without relief,Yes,No
43758,Student loan,Non-federal student loan,Repaying your loan,,MA,01742,Web,04/03/2012,04/04/2012,KeyBank NA,Closed without relief,Yes,Yes
43690,Student loan,Non-federal student loan,Repaying your loan,,PA,19083,Web,04/03/2012,04/04/2012,AES/PHEAA,Closed without relief,Yes,No
43687,Student loan,Non-federal student loan,Problems when you are unable to pay,,WI,53202,Web,04/03/2012,04/04/2012,U.S. Bancorp,Closed without relief,Yes,No
43668,Student loan,Non-federal student loan,Repaying your loan,,FL,33065,Phone,04/03/2012,04/04/2012,Navient,Closed with relief,Yes,No
43649,Student loan,Non-federal student loan,Repaying your loan,,NC,27526,Web,04/03/2012,04/04/2012,Navient,Closed without relief,Yes,No
34720,Student loan,Non-federal student loan,Problems when you are unable to pay,,PA,19148,Web,04/03/2012,04/04/2012,Navient,Closed without relief,Yes,No
34719,Student loan,Non-federal student loan,Problems when you are unable to pay,,PA,19148,Web,04/03/2012,04/04/2012,AES/PHEAA,Closed without relief,Yes,No
43521,Student loan,Non-federal student loan,Problems when you are unable to pay,,NV,,Web,04/02/2012,07/13/2012,Loan To Learn,Closed with explanation,Yes,No
43234,Student loan,Non-federal student loan,Repaying your loan,,FL,32801,Web,04/02/2012,04/03/2012,Wells Fargo,Closed without relief,Yes,No
43235,Student loan,Non-federal student loan,Repaying your loan,,TX,77046,Web,04/02/2012,04/03/2012,Navient,Closed with relief,Yes,No
43401,Student loan,Non-federal student loan,Repaying your loan,,VA,22302,Web,04/02/2012,04/03/2012,AES/PHEAA,Closed without relief,Yes,No
43443,Student loan,Non-federal student loan,Repaying your loan,,IL,62292,Web,04/02/2012,04/03/2012,Navient,Closed without relief,Yes,No
43450,Student loan,Non-federal student loan,Repaying your loan,,NJ,08734,Phone,04/02/2012,08/16/2012,Higher Education Student Assistance Authority (HESAA),Closed with explanation,Yes,No
42770,Student loan,Non-federal student loan,Repaying your loan,,FL,32750,Web,04/02/2012,04/02/2012,Navient,Closed without relief,Yes,No
42769,Student loan,Non-federal student loan,Repaying your loan,,FL,32750,Web,04/02/2012,04/23/2012,ACS Education Services,Closed without relief,Yes,No
43488,Student loan,Non-federal student loan,Repaying your loan,,PA,19047,Web,04/02/2012,04/04/2012,Sallie Mae,Closed without relief,Yes,No
43509,Student loan,Non-federal student loan,Repaying your loan,,NY,10567,Web,04/02/2012,04/03/2012,AES/PHEAA,Closed without relief,Yes,No
43565,Student loan,Non-federal student loan,Repaying your loan,,PA,17563,Web,04/02/2012,04/03/2012,Navient,Closed without relief,Yes,No
43578,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,33511,Web,04/02/2012,04/03/2012,Wells Fargo,Closed without relief,Yes,No
42526,Student loan,Non-federal student loan,Repaying your loan,,NY,12980,Web,04/02/2012,04/02/2012,Navient,Closed without relief,Yes,No
43215,Student loan,Non-federal student loan,Repaying your loan,,NY,11580,Referral,04/01/2012,04/01/2012,Navient,Closed without relief,Yes,No
43216,Student loan,Non-federal student loan,Problems when you are unable to pay,,AL,35593,Referral,04/01/2012,04/01/2012,Navient,Closed without relief,Yes,No
43221,Student loan,Non-federal student loan,Problems when you are unable to pay,,TX,75243,Web,04/01/2012,07/02/2012,Access Group,Closed with explanation,Yes,No
43201,Student loan,Non-federal student loan,Problems when you are unable to pay,,CO,80013,Web,04/01/2012,04/03/2012,AES/PHEAA,Closed without relief,Yes,No
43206,Student loan,Non-federal student loan,Repaying your loan,,NJ,08753,Web,04/01/2012,04/03/2012,Citibank,Closed without relief,No,No
43208,Student loan,Non-federal student loan,Repaying your loan,,NV,89149,Web,04/01/2012,04/03/2012,Navient,Closed with relief,Yes,No
43184,Student loan,Non-federal student loan,Repaying your loan,,NH,03064,Web,04/01/2012,07/10/2012,Granite State Management & Resources,Untimely response,No,
43222,Student loan,Non-federal student loan,Repaying your loan,,DC,20024,Web,04/01/2012,07/02/2012,Access Group,Closed with explanation,Yes,No
43194,Student loan,Non-federal student loan,Getting a loan,,OH,43219,Web,04/01/2012,04/03/2012,Navient,Closed without relief,Yes,No
43117,Student loan,Non-federal student loan,Repaying your loan,,FL,33015,Web,03/31/2012,04/03/2012,Navient,Closed without relief,Yes,No
43151,Student loan,Non-federal student loan,Problems when you are unable to pay,,FL,33334,Web,03/31/2012,04/03/2012,Navient,Closed without relief,Yes,No
43153,Student loan,Non-federal student loan,Problems when you are unable to pay,,GA,30549,Web,03/31/2012,04/03/2012,Wells Fargo,Closed without relief,Yes,No
43118,Student loan,Non-federal student loan,Repaying your loan,,CA,92544,Web,03/31/2012,04/03/2012,Sallie Mae,Closed without relief,Yes,No
43121,Student loan,Non-federal student loan,Repaying your loan,,CA,95864,Web,03/31/2012,04/03/2012,SunTrust Bank,Closed with relief,Yes,No
42911,Student loan,Non-federal student loan,Repaying your loan,,IL,60622,Web,03/30/2012,04/02/2012,AES/PHEAA,Closed without relief,Yes,No
42890,Student loan,Non-federal student loan,Repaying your loan,,CT,06488,Web,03/30/2012,04/02/2012,Navient,Closed without relief,Yes,No
42881,Student loan,Non-federal student loan,Repaying your loan,,CA,91767,Web,03/30/2012,04/03/2012,Navient,Closed without relief,Yes,No
42886,Student loan,Non-federal student loan,Repaying your loan,,CA,90250,Web,03/30/2012,04/02/2012,Navient,Closed without relief,Yes,No
28431,Student loan,Non-federal student loan,Repaying your loan,,NY,11218,Referral,03/30/2012,03/30/2012,Navient,Closed without relief,Yes,Yes
42727,Student loan,Non-federal student loan,Problems when you are unable to pay,,NY,11769,Web,03/30/2012,04/04/2012,Sallie Mae,Closed without relief,Yes,No
37034,Student loan,Non-federal student loan,Problems when you are unable to pay,,OR,97221,Referral,03/30/2012,03/30/2012,Navient,Closed without relief,Yes,No
42425,Student loan,Non-federal student loan,Repaying your loan,,CA,90401,Web,03/30/2012,03/30/2012,KeyBank NA,Closed without relief,Yes,No
43073,Student loan,Non-federal student loan,Repaying your loan,,PA,15601,Web,03/30/2012,04/04/2012,Navient,Closed without relief,Yes,Yes
43048,Student loan,Non-federal student loan,Getting a loan,,MI,49777,Web,03/30/2012,07/02/2012,Access Group,Closed with explanation,Yes,No
43045,Student loan,Non-federal student loan,Repaying your loan,,LA,71220,Referral,03/30/2012,03/30/2012,AES/PHEAA,Closed without relief,Yes,No
43033,Student loan,Non-federal student loan,Problems when you are unable to pay,,,,Referral,03/30/2012,03/30/2012,Navient,Closed with relief,Yes,No
43030,Student loan,Non-federal student loan,Problems when you are unable to pay,,NJ,07016,Referral,03/30/2012,03/30/2012,Navient,Closed without relief,Yes,No
42980,Student loan,Non-federal student loan,Repaying your loan,,FL,32250,Phone,03/30/2012,04/02/2012,Citibank,Closed without relief,Yes,Yes
42951,Student loan,Non-federal student loan,Repaying your loan,,ME,04220,Web,03/30/2012,07/13/2012,Maine Educational Loan Authority (MELA),Closed with explanation,Yes,No
42940,Student loan,Non-federal student loan,Repaying your loan,,NC,27405,Web,03/30/2012,04/03/2012,Navient,Closed without relief,Yes,No
42934,Student loan,Non-federal student loan,Repaying your loan,,NY,10314,Web,03/30/2012,07/11/2012,Loan To Learn,Closed with explanation,Yes,No
42512,Student loan,Non-federal student loan,Repaying your loan,,OH,45429,Web,03/29/2012,03/30/2012,Navient,Closed with relief,Yes,No
42878,Student loan,Non-federal student loan,Problems when you are unable to pay,,AL,36203,Web,03/29/2012,04/03/2012,Navient,Closed without relief,Yes,No
