Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1330402,Student loan,Non-federal student loan,Can't repay my loan,,GA,30215,Web,04/14/2015,04/14/2015,ACS Education Services,Closed with explanation,Yes,
1329707,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,86406,Web,04/13/2015,04/14/2015,Navient,In progress,Yes,
1326175,Student loan,Non-federal student loan,Can't repay my loan,,CA,90046,Web,04/11/2015,04/11/2015,Loan To Learn,Closed with explanation,Yes,Yes
1323953,Student loan,Non-federal student loan,Can't repay my loan,,IL,61554,Web,04/09/2015,04/13/2015,"Solomon and Solomon, P.C.",Closed with explanation,Yes,
1323780,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20036,Web,04/09/2015,04/09/2015,Access Group,Closed with explanation,Yes,
1320841,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94070,Web,04/08/2015,04/08/2015,Nelnet,Closed with non-monetary relief,Yes,
1321367,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IN,46725,Phone,04/08/2015,04/10/2015,Navient,In progress,Yes,
1319774,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49546,Web,04/07/2015,04/07/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1320109,Student loan,Non-federal student loan,Can't repay my loan,,GA,30071,Web,04/07/2015,04/07/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1320729,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AR,71929,Web,04/07/2015,04/09/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1319584,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11201,Web,04/07/2015,04/09/2015,Navient,In progress,Yes,
1316941,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Referral,04/06/2015,04/08/2015,Navient,In progress,Yes,
1316458,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30024,Web,04/06/2015,04/06/2015,Navient,Closed with explanation,Yes,
1317993,Student loan,Non-federal student loan,Can't repay my loan,,CA,95628,Web,04/06/2015,04/15/2015,Transworld Systems Inc.,In progress,Yes,
1316663,Student loan,Non-federal student loan,Can't repay my loan,,TN,38372,Web,04/05/2015,04/06/2015,Sallie Mae,Closed with explanation,Yes,
1315996,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07728,Web,04/04/2015,04/04/2015,Navient,Closed with explanation,Yes,
1316065,Student loan,Non-federal student loan,Can't repay my loan,,NY,13090,Web,04/04/2015,04/05/2015,Citibank,Closed with explanation,Yes,
1315897,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10595,Web,04/03/2015,04/04/2015,ACS Education Services,Closed with explanation,Yes,
1315732,Student loan,Non-federal student loan,Dealing with my lender or servicer,,KS,67217,Web,04/03/2015,04/03/2015,Navient,Closed with explanation,Yes,
1315350,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11755,Web,04/03/2015,04/03/2015,Navient,In progress,Yes,
1314423,Student loan,Non-federal student loan,Can't repay my loan,,MD,20751,Web,04/03/2015,04/03/2015,Navient,In progress,Yes,
1315145,Student loan,Non-federal student loan,Can't repay my loan,,NY,10453,Referral,04/03/2015,04/07/2015,Wells Fargo,Closed with explanation,Yes,
1316328,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,62207,Web,04/03/2015,04/03/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1315903,Student loan,Non-federal student loan,Can't repay my loan,,PA,16601,Web,04/03/2015,04/04/2015,Citibank,Closed with explanation,Yes,
1312220,Student loan,Non-federal student loan,Can't repay my loan,,MI,48363,Phone,04/02/2015,04/08/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1312461,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,14624,Web,04/02/2015,04/02/2015,Wells Fargo,Closed with explanation,Yes,Yes
1313458,Student loan,Non-federal student loan,Can't repay my loan,,TN,37211,Web,04/02/2015,04/03/2015,Navient,In progress,Yes,
1313349,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,27943,Web,04/02/2015,04/02/2015,KeyBank NA,Closed with explanation,Yes,
1313333,Student loan,Non-federal student loan,Dealing with my lender or servicer,,LA,71292,Web,04/02/2015,04/02/2015,United Student Aid (USA) Funds,In progress,Yes,
1313286,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77379,Web,04/02/2015,04/02/2015,Genesis Lending,Closed with explanation,Yes,
1313211,Student loan,Non-federal student loan,Can't repay my loan,,OH,45429,Web,04/02/2015,04/02/2015,Student Loan Finance Corporation,Closed with explanation,Yes,
1312937,Student loan,Non-federal student loan,Dealing with my lender or servicer,,LA,70607,Web,04/02/2015,04/02/2015,Genesis Lending,Closed with explanation,Yes,Yes
1312822,Student loan,Non-federal student loan,Can't repay my loan,,NJ,07849,Web,04/02/2015,04/06/2015,Higher Education Student Assistance Authority (HESAA),Closed with explanation,Yes,
1312344,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20616,Web,04/02/2015,04/07/2015,KeyBank NA,Closed with explanation,Yes,
1310728,Student loan,Non-federal student loan,Getting a loan,,GA,30217,Web,04/01/2015,04/01/2015,Education Management Corporation,In progress,Yes,
1312621,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,18102,Web,04/01/2015,04/02/2015,Navient,Closed with explanation,Yes,
1312601,Student loan,Non-federal student loan,Can't repay my loan,,KY,40241,Web,04/01/2015,04/02/2015,Navient,In progress,Yes,
1312592,Student loan,Non-federal student loan,Can't repay my loan,,FL,32824,Web,04/01/2015,04/02/2015,Sallie Mae,Closed with explanation,Yes,
1312564,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,53226,Web,04/01/2015,04/02/2015,Discover,In progress,Yes,
1312518,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19508,Referral,04/01/2015,04/06/2015,JPMorgan Chase,Closed with explanation,Yes,
1311978,Student loan,Non-federal student loan,Can't repay my loan,,OH,45417,Web,04/01/2015,04/01/2015,KeyBank NA,Closed with explanation,Yes,
1311726,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30187,Web,04/01/2015,04/01/2015,Loan To Learn,Closed with explanation,Yes,Yes
1311000,Student loan,Non-federal student loan,Can't repay my loan,,NY,12309,Web,04/01/2015,04/01/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1310941,Student loan,Non-federal student loan,Can't repay my loan,,NV,89512,Referral,04/01/2015,04/03/2015,Navient,Closed with explanation,Yes,
1310758,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,02144,Web,04/01/2015,04/01/2015,JPMorgan Chase,Closed with explanation,Yes,
1310491,Student loan,Non-federal student loan,Can't repay my loan,,ME,04358,Web,04/01/2015,04/01/2015,Navient,Closed with explanation,Yes,
1310486,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NV,89117,Web,04/01/2015,04/01/2015,Loan To Learn,Closed with explanation,Yes,
1310485,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98003,Web,04/01/2015,04/01/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1310171,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20748,Web,04/01/2015,04/01/2015,Navient,In progress,Yes,
1310121,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80013,Web,04/01/2015,04/03/2015,U.S. Bancorp,Closed with explanation,Yes,Yes
1310422,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37921,Web,03/31/2015,04/03/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1310415,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,45245,Web,03/31/2015,04/01/2015,Navient,Closed with explanation,Yes,
1307911,Student loan,Non-federal student loan,Can't repay my loan,,ME,04011,Web,03/31/2015,04/03/2015,PNC Bank,Closed with explanation,Yes,
1307808,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NH,03870,Web,03/31/2015,03/31/2015,Navient,In progress,Yes,
1309508,Student loan,Non-federal student loan,Can't repay my loan,,CA,92107,Web,03/31/2015,03/31/2015,Navient,Closed with explanation,Yes,
1309449,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,75964,Web,03/31/2015,03/31/2015,Navient,Closed with explanation,Yes,
1309403,Student loan,Non-federal student loan,Can't repay my loan,,CA,91601,Web,03/31/2015,04/03/2015,"ECMC Group, Inc.",Closed with explanation,Yes,
1309293,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98030,Web,03/31/2015,03/31/2015,Genesis Lending,Closed with explanation,Yes,
1309141,Student loan,Non-federal student loan,Can't repay my loan,,CA,95409,Web,03/31/2015,03/31/2015,Navient,Closed with explanation,Yes,
1309112,Student loan,Non-federal student loan,Can't repay my loan,,MA,01453,Web,03/31/2015,03/31/2015,Genesis Lending,Closed with explanation,Yes,
1309086,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,02130,Web,03/31/2015,04/03/2015,Navient,In progress,Yes,
1308846,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,15963,Web,03/31/2015,04/06/2015,AES/PHEAA,Closed with explanation,Yes,
1308611,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19335,Web,03/31/2015,04/03/2015,"The Regional Adjustment Bureau, Incorporated",In progress,Yes,
1308509,Student loan,Non-federal student loan,Dealing with my lender or servicer,,SC,29445,Web,03/31/2015,03/31/2015,Navient,Closed with explanation,Yes,Yes
1308479,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19148,Web,03/31/2015,03/31/2015,Genesis Lending,Closed with explanation,Yes,
1308444,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28801,Web,03/31/2015,03/31/2015,Citibank,Closed with explanation,Yes,Yes
1308401,Student loan,Non-federal student loan,Can't repay my loan,,KS,66442,Web,03/31/2015,03/31/2015,Navient,Closed with explanation,Yes,
1307787,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07920,Web,03/31/2015,04/03/2015,Higher Education Student Assistance Authority (HESAA),In progress,Yes,
1308381,Student loan,Non-federal student loan,Dealing with my lender or servicer,,SC,29128,Web,03/31/2015,04/03/2015,Navient,Closed with monetary relief,Yes,
1307781,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80021,Web,03/31/2015,03/31/2015,Navient,Closed with explanation,Yes,
1307930,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,76063,Web,03/31/2015,03/31/2015,Student Loan Finance Corporation,Closed with explanation,Yes,
1310423,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37921,Web,03/31/2015,04/03/2015,South Carolina Student Loan,Closed with explanation,Yes,Yes
1306481,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48239,Web,03/30/2015,03/30/2015,Navient,Closed with explanation,Yes,Yes
1308109,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,76258,Web,03/30/2015,03/31/2015,Navient,Closed with explanation,Yes,
1307626,Student loan,Non-federal student loan,Can't repay my loan,,CA,90026,Web,03/30/2015,03/30/2015,AES/PHEAA,Closed with explanation,Yes,Yes
1307576,Student loan,Non-federal student loan,Can't repay my loan,,MI,48054,Web,03/30/2015,03/30/2015,JPMorgan Chase,Closed with explanation,Yes,
1307552,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98632,Web,03/30/2015,03/30/2015,Sallie Mae,Closed with monetary relief,Yes,
1307545,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,43213,Web,03/30/2015,03/30/2015,Genesis Lending,Closed with explanation,Yes,
1307496,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28540,Web,03/30/2015,03/30/2015,Genesis Lending,Closed with explanation,No,
1307470,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30349,Web,03/30/2015,04/02/2015,Navient,Closed with explanation,Yes,
1307399,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IA,52202,Web,03/30/2015,03/30/2015,Iowa Student Loan,Closed with explanation,Yes,
1307378,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,08817,Web,03/30/2015,03/30/2015,Navient,In progress,Yes,
1307323,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98001,Web,03/30/2015,03/30/2015,Genesis Lending,Closed with explanation,No,
1307236,Student loan,Non-federal student loan,Can't repay my loan,,IA,50058,Web,03/30/2015,03/30/2015,AES/PHEAA,In progress,Yes,
1307233,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IA,50063,Web,03/30/2015,04/02/2015,Wells Fargo,Closed with explanation,Yes,
1306937,Student loan,Non-federal student loan,Getting a loan,,MI,48186,Phone,03/30/2015,03/30/2015,Genesis Lending,Closed with explanation,Yes,
1306826,Student loan,Non-federal student loan,Can't repay my loan,,PA,15221,Web,03/30/2015,03/30/2015,Navient,Closed with explanation,Yes,
1306591,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32174,Web,03/30/2015,04/02/2015,Genesis Lending,Closed with explanation,Yes,
1306566,Student loan,Non-federal student loan,Can't repay my loan,,,33179,Web,03/30/2015,03/30/2015,Navient,In progress,Yes,
1306538,Student loan,Non-federal student loan,Getting a loan,,NY,10018,Web,03/30/2015,04/08/2015,ConServe,Closed with explanation,Yes,
1306245,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NV,89169,Web,03/29/2015,04/06/2015,"ECMC Group, Inc.",Closed with explanation,Yes,
1306683,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,23513,Web,03/29/2015,03/30/2015,Genesis Lending,Closed with explanation,Yes,
1306700,Student loan,Non-federal student loan,Can't repay my loan,,NE,68137,Web,03/29/2015,03/30/2015,JPMorgan Chase,Closed with explanation,Yes,
1306699,Student loan,Non-federal student loan,Can't repay my loan,,FL,33433,Web,03/29/2015,03/30/2015,ACS Education Services,Closed with explanation,Yes,
1306359,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,63780,Web,03/29/2015,03/29/2015,Navient,Closed with explanation,Yes,
1306037,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85226,Web,03/28/2015,03/28/2015,JPMorgan Chase,Closed with explanation,Yes,
1306015,Student loan,Non-federal student loan,Can't repay my loan,,WA,98055,Web,03/28/2015,03/30/2015,ACS Education Services,Closed with explanation,Yes,Yes
1306381,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,62207,Web,03/28/2015,03/29/2015,MOHELA,In progress,Yes,
1306081,Student loan,Non-federal student loan,Can't repay my loan,,PA,18042,Web,03/28/2015,04/15/2015,Navient,In progress,Yes,
1306018,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37604,Web,03/28/2015,03/28/2015,Navient,Closed with explanation,Yes,
1305413,Student loan,Non-federal student loan,Can't repay my loan,,IL,60428,Phone,03/27/2015,03/30/2015,Genesis Lending,Closed with explanation,Yes,
1305403,Student loan,Non-federal student loan,Can't repay my loan,,VA,20147,Web,03/27/2015,03/27/2015,Genesis Lending,Closed with explanation,Yes,
1304925,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,54840,Web,03/27/2015,03/27/2015,AES/PHEAA,In progress,Yes,
1304891,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94122,Web,03/27/2015,03/27/2015,Navient,Closed with explanation,Yes,
1304688,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,11415,Web,03/27/2015,03/27/2015,Navient,Closed with explanation,Yes,
1304647,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,53050,Web,03/27/2015,03/27/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1304505,Student loan,Non-federal student loan,Can't repay my loan,,DE,19805,Web,03/27/2015,03/27/2015,Navient,Closed with monetary relief,Yes,
1304438,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07001,Web,03/27/2015,03/27/2015,AES/PHEAA,Closed with explanation,Yes,
1304363,Student loan,Non-federal student loan,Can't repay my loan,,OH,45238,Web,03/27/2015,03/27/2015,KeyBank NA,Closed with explanation,Yes,Yes
1304390,Student loan,Non-federal student loan,Can't repay my loan,,IL,60640,Web,03/27/2015,03/27/2015,ACS Education Services,Closed with explanation,Yes,
1303967,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10031,Web,03/27/2015,04/01/2015,Allied Interstate LLC,In progress,Yes,
1306130,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,62207,Web,03/27/2015,03/28/2015,Transworld Systems Inc.,Closed with explanation,Yes,Yes
1305917,Student loan,Non-federal student loan,Getting a loan,,MD,21009,Web,03/27/2015,03/28/2015,JPMorgan Chase,Closed with explanation,Yes,
1305892,Student loan,Non-federal student loan,Can't repay my loan,,GA,30308,Web,03/27/2015,03/28/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1305891,Student loan,Non-federal student loan,Can't repay my loan,,GA,30308,Web,03/27/2015,04/07/2015,Transworld Systems Inc.,In progress,Yes,
1305882,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33810,Web,03/27/2015,03/28/2015,Navient,Closed with explanation,Yes,
1305870,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77407,Web,03/27/2015,03/28/2015,RBS Citizens,In progress,Yes,
1305869,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77407,Web,03/27/2015,03/28/2015,AES/PHEAA,In progress,Yes,
1305431,Student loan,Non-federal student loan,Can't repay my loan,,NJ,07601,Web,03/27/2015,03/27/2015,AES/PHEAA,Closed with explanation,Yes,
1302503,Student loan,Non-federal student loan,Can't repay my loan,,TX,75228,Web,03/26/2015,03/26/2015,Genesis Lending,Closed with explanation,Yes,
1304536,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98103,Referral,03/26/2015,04/01/2015,Wells Fargo,Closed with non-monetary relief,Yes,
1304145,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AL,35401,Web,03/26/2015,03/26/2015,Navient,Closed with explanation,Yes,
1303991,Student loan,Non-federal student loan,Can't repay my loan,,TN,37130,Web,03/26/2015,03/26/2015,Wells Fargo,Closed with explanation,Yes,
1303019,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,78748,Referral,03/26/2015,03/31/2015,AES/PHEAA,In progress,Yes,
1303009,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20782,Web,03/26/2015,03/26/2015,Navient,In progress,Yes,
1302809,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60618,Phone,03/26/2015,04/01/2015,Iowa Student Loan,Closed with explanation,Yes,
1302743,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,77004,Web,03/26/2015,03/26/2015,Navient,Closed with explanation,Yes,
1302378,Student loan,Non-federal student loan,Getting a loan,,SC,29115,Phone,03/26/2015,03/30/2015,Wells Fargo,Closed with explanation,Yes,Yes
1302309,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60073,Web,03/26/2015,03/30/2015,Navient,Closed with explanation,Yes,
1302130,Student loan,Non-federal student loan,Can't repay my loan,,PA,19128,Web,03/26/2015,03/30/2015,Navient,Closed with monetary relief,Yes,
1302104,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30115,Web,03/26/2015,03/26/2015,MOHELA,Closed with explanation,Yes,
1302087,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CT,06756,Web,03/26/2015,03/26/2015,AES/PHEAA,In progress,Yes,
1301788,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32812,Fax,03/26/2015,04/01/2015,Genesis Lending,Closed with explanation,Yes,
1302009,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TX,76545,Web,03/25/2015,03/26/2015,Genesis Lending,Closed with explanation,Yes,
1302004,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,90049,Web,03/25/2015,03/26/2015,AES/PHEAA,Closed with non-monetary relief,Yes,
1301987,Student loan,Non-federal student loan,Can't repay my loan,,PA,15126,Web,03/25/2015,03/26/2015,Navient,Closed with explanation,Yes,
1300056,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60409,Web,03/25/2015,03/25/2015,Genesis Lending,Closed with explanation,Yes,
1301687,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33145,Web,03/25/2015,03/26/2015,Heartland Payment Systems,Closed with explanation,Yes,
1301646,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VA,23605,Postal mail,03/25/2015,03/30/2015,"ECMC Group, Inc.",Closed with explanation,Yes,
1301436,Student loan,Non-federal student loan,Can't repay my loan,,FL,33179,Web,03/25/2015,03/30/2015,JPMorgan Chase,Closed with explanation,Yes,
1301259,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,15857,Web,03/25/2015,03/31/2015,Sallie Mae,In progress,Yes,
1301217,Student loan,Non-federal student loan,Can't repay my loan,,NY,11377,Web,03/25/2015,03/25/2015,Navient,Closed with explanation,Yes,
1301080,Student loan,Non-federal student loan,Can't repay my loan,,GA,30312,Web,03/25/2015,03/25/2015,AES/PHEAA,Closed with explanation,Yes,
1300826,Student loan,Non-federal student loan,Can't repay my loan,,IL,60619,Web,03/25/2015,04/01/2015,"Blitt and Gaines, P.C.",Closed with explanation,Yes,
1300225,Student loan,Non-federal student loan,Can't repay my loan,,SC,29229,Web,03/25/2015,03/25/2015,AES/PHEAA,Closed with explanation,Yes,
1300677,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,28208,Web,03/25/2015,03/25/2015,Sallie Mae,In progress,Yes,
1300612,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WI,54311,Web,03/25/2015,03/25/2015,Sallie Mae,Closed with explanation,Yes,
1300307,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48706,Web,03/25/2015,03/25/2015,KeyBank NA,Closed with explanation,Yes,
1299705,Student loan,Non-federal student loan,Can't repay my loan,,FL,33179,Web,03/25/2015,03/30/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1299948,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,13069,Web,03/25/2015,03/25/2015,Genesis Lending,Closed with explanation,Yes,Yes
1297713,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49048,Web,03/24/2015,03/24/2015,Genesis Lending,Closed with explanation,Yes,
1299848,Student loan,Non-federal student loan,Can't repay my loan,,MO,65807,Web,03/24/2015,03/25/2015,Navient,Closed with explanation,Yes,
1299792,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44133,Web,03/24/2015,03/25/2015,Discover,Closed with explanation,Yes,
1299790,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,13603,Web,03/24/2015,03/25/2015,Genesis Lending,Closed with explanation,Yes,
1299537,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19126,Web,03/24/2015,03/24/2015,Navient,Closed with non-monetary relief,Yes,
1299159,Student loan,Non-federal student loan,Can't repay my loan,,NY,12865,Web,03/24/2015,03/24/2015,AES/PHEAA,Closed with explanation,Yes,Yes
1299040,Student loan,Non-federal student loan,Can't repay my loan,,FL,32828,Web,03/24/2015,03/24/2015,Genesis Lending,Closed with explanation,Yes,Yes
1299021,Student loan,Non-federal student loan,Can't repay my loan,,TX,75232,Referral,03/24/2015,03/30/2015,AES/PHEAA,In progress,Yes,
1298972,Student loan,Non-federal student loan,Can't repay my loan,,OR,97202,Web,03/24/2015,03/24/2015,Sallie Mae,Closed with monetary relief,Yes,
1298604,Student loan,Non-federal student loan,Can't repay my loan,,MD,21117,Web,03/24/2015,03/24/2015,First Associates Loan Servicing LLC,Closed with explanation,Yes,
1298462,Student loan,Non-federal student loan,Can't repay my loan,,RI,02898,Web,03/24/2015,03/24/2015,Navient,Closed with explanation,Yes,Yes
1298419,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94605,Web,03/24/2015,03/24/2015,Navient,Closed with explanation,Yes,
1298363,Student loan,Non-federal student loan,Can't repay my loan,,WI,53142,Web,03/24/2015,03/25/2015,Navient,Closed with monetary relief,Yes,
1298325,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19036,Web,03/24/2015,03/30/2015,"Weltman, Weinberg & Reis",In progress,Yes,
1298276,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33613,Web,03/24/2015,03/24/2015,Genesis Lending,Closed with explanation,Yes,Yes
1298160,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19063,Web,03/24/2015,03/24/2015,Navient,Closed with explanation,Yes,
1297731,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Phone,03/24/2015,03/26/2015,Navient,Closed with explanation,Yes,
1297688,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10456,Web,03/24/2015,03/25/2015,Navient,In progress,Yes,
1297403,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IA,52402,Web,03/24/2015,03/24/2015,Wells Fargo,Closed with non-monetary relief,Yes,Yes
1297391,Student loan,Non-federal student loan,Can't repay my loan,,WA,98102,Web,03/24/2015,03/24/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1297320,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44217,Referral,03/24/2015,03/30/2015,Navient,Closed with explanation,Yes,
1297318,Student loan,Non-federal student loan,Can't repay my loan,,TX,77532,Referral,03/24/2015,03/30/2015,"ECMC Group, Inc.",Closed with explanation,Yes,
1297268,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,63034,Web,03/24/2015,03/24/2015,Navient,Closed with non-monetary relief,Yes,
1295228,Student loan,Non-federal student loan,Can't repay my loan,,SC,29625,Web,03/23/2015,03/25/2015,Citibank,Closed with explanation,Yes,
1295148,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85202,Web,03/23/2015,03/23/2015,Navient,Closed with explanation,Yes,
1297600,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97045,Web,03/23/2015,03/24/2015,AES/PHEAA,Closed with explanation,Yes,
1296964,Student loan,Non-federal student loan,Can't repay my loan,,GA,30341,Web,03/23/2015,03/23/2015,Navient,Closed with explanation,Yes,
1296825,Student loan,Non-federal student loan,Can't repay my loan,,KY,40014,Web,03/23/2015,03/23/2015,Navient,Closed with explanation,Yes,
1296811,Student loan,Non-federal student loan,Can't repay my loan,,NC,28110,Web,03/23/2015,03/23/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1296773,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60548,Web,03/23/2015,03/25/2015,Oliphant Financial Corporation,Closed with explanation,Yes,
1296390,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60124,Phone,03/23/2015,03/24/2015,Genesis Lending,Closed with explanation,Yes,
1296383,Student loan,Non-federal student loan,Can't repay my loan,,FL,33711,Web,03/23/2015,03/23/2015,Sallie Mae,Closed with explanation,Yes,
1296107,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,94043,Web,03/23/2015,03/23/2015,Sallie Mae,Closed with explanation,Yes,
1295856,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,02748,Referral,03/23/2015,03/30/2015,Navient,Closed with explanation,Yes,
1295822,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49009,Web,03/23/2015,03/23/2015,Navient,Closed with non-monetary relief,Yes,
1295809,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95521,Web,03/23/2015,03/23/2015,AES/PHEAA,Closed with non-monetary relief,Yes,Yes
1295723,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MN,56444,Web,03/23/2015,03/23/2015,Genesis Lending,Closed with explanation,Yes,Yes
